Date,000001.SH,T.CFE,NH0100.NHF,SPX.GI,TY.CBT,CRB.RB
2019-06-24,3008.1479,97.31,1474.93,2945.35,127.9688,179.99
2019-06-25,2982.0738,97.395,1478.4656,2917.38,128.1563,180.88
2019-06-26,2976.2837,97.265,1479.29,2913.78,127.625,182.36
2019-06-27,2996.7926,97.21,1483.65,2924.92,127.8438,182.48
2019-06-28,2978.8784,97.54,1485.46,2941.76,127.9063,181.04
2019-07-01,3044.9028,97.605,1500.25,2964.33,127.7344,181.14
2019-07-02,3043.9428,98.06,1498.41,2973.01,128.1406,177.84
2019-07-03,3015.2633,98.23,1490.59,2995.82,128.2344,180.48
2019-07-04,3005.2488,98.215,1487.44,2995.82,128.2344,180.48
2019-07-05,3011.0588,98.04,1480.91,2990.41,127.5625,180.78
2019-07-08,2933.3634,97.97,1490.38,2975.95,127.3594,180.68
2019-07-09,2928.2295,98.16,1485.78,2979.63,127.2188,180.71
2019-07-10,2915.3022,98.11,1489.11,2993.07,127.4219,184.17
2019-07-11,2917.7609,98.115,1496.24,2999.91,126.8281,183.68
2019-07-12,2930.5462,98.29,1491.69,3013.77,126.9844,184.36
2019-07-15,2942.1853,97.99,1506.49,3014.3,127.1875,183.08
2019-07-16,2937.6168,98.035,1506.47,3004.04,127.0469,180.08
2019-07-17,2931.6926,98.085,1505.42,2984.42,127.4688,179.42
2019-07-18,2901.1766,98.27,1504.41,2995.11,127.7969,177.45
2019-07-19,2924.2006,98.25,1513.8,2976.61,127.4375,178.59
2019-07-22,2886.974,98.375,1493.49,2985.03,127.5313,178.55
2019-07-23,2899.9446,98.38,1489.82,3005.47,127.3125,179.04
2019-07-24,2923.2775,98.145,1483.3,3019.56,127.5469,178.22
2019-07-25,2937.3601,98.2,1485.92,3003.67,127.2344,177.88
2019-07-26,2944.541,98.24,1490.86,3025.86,127.3125,177.16
2019-07-29,2941.007,98.055,1485.71,3020.97,127.3594,177.8
2019-07-30,2952.3383,98.15,1494.32,3013.18,127.3594,178.34
2019-07-31,2932.5058,98.39,1493.66,2980.38,127.5313,178.53
2019-08-01,2908.766,98.445,1480.58,2953.56,128.6719,172.8
2019-08-02,2867.8376,98.72,1471.06,2932.05,128.9375,173.35
2019-08-05,2821.4957,99.065,1461.19,2844.74,129.9688,171.49
2019-08-06,2777.5559,99.065,1463.2,2881.77,130.0156,170.54
2019-08-07,2768.6795,99.135,1453.55,2883.98,129.7344,167.89
2019-08-08,2794.5523,99.125,1458.65,2938.09,129.8594,170.32
2019-08-09,2774.7532,99.27,1450.58,2918.65,129.5469,172.09
2019-08-12,2814.9944,99.215,1457.49,2883.75,130.2969,170.62
2019-08-13,2797.2596,99.345,1458.09,2926.32,129.6719,173.09
2019-08-14,2808.9146,99.02,1457.51,2840.6,130.4844,170.64
2019-08-15,2815.7976,98.925,1456.2,2847.6,130.9219,170.03
2019-08-16,2823.8238,98.85,1453.58,2888.68,130.8125,170.41
2019-08-19,2883.096,98.955,1457.55,2923.65,130.3438,170.78
2019-08-20,2880.0012,98.86,1453.73,2900.51,130.75,170.9
2019-08-21,2880.3307,98.65,1444.69,2924.43,130.4531,170.91
2019-08-22,2883.4358,98.735,1447.89,2922.95,130.25,170.32
2019-08-23,2897.4253,98.775,1452.81,2847.11,130.8906,168.61
2019-08-26,2863.5673,98.835,1444.45,2878.38,130.8906,168.91
2019-08-27,2902.1932,98.915,1439.13,2869.16,131.2656,169.7
2019-08-28,2893.7564,98.87,1448.66,2887.94,131.2656,171.2
2019-08-29,2890.9192,99.235,1444.87,2924.58,131.7656,172.08
2019-08-30,2886.2365,98.935,1461.12,2926.46,131.7656,170.36
2019-09-02,2924.1063,98.775,1471.87,2926.46,131.7656,170.36
2019-09-03,2930.1538,98.745,1477.9,2906.27,132.2031,169.19
2019-09-04,2957.4116,98.885,1486.78,2937.78,132.2188,172.7
2019-09-05,2985.8648,99.14,1485.76,2976,131.3281,172.35
2019-09-06,2999.6013,99.17,1472.98,2978.71,131.2656,172.62
2019-09-09,3024.7388,99.08,1492,2978.43,130.6719,174.31
2019-09-10,3021.2024,98.9,1489.62,2979.39,129.8906,174.94
2019-09-11,3008.8118,98.78,1492.33,3000.93,129.875,173.73
2019-09-12,3031.2351,98.49,1499.34,3009.57,129.6094,174.46
2019-09-16,3030.7544,98.59,1509.5,2997.96,129.0156,183.17
2019-09-17,2978.1178,98.42,1513.61,3005.7,129.3594,178.79
2019-09-18,2985.6586,98.23,1500.77,3006.73,129.2813,177.63
2019-09-19,2999.2789,98.425,1484.72,3006.79,129.4844,177.76
2019-09-20,3006.4467,98.535,1479.4,2992.07,129.9219,177.34
2019-09-23,2977.0767,98.475,1492.54,2991.78,129.9219,178.65
2019-09-24,2985.3406,98.385,1478.05,2966.6,130.6094,177.19
2019-09-25,2955.4325,98.505,1479.46,2984.87,129.9063,176.64
2019-09-26,2929.0875,98.215,1475.58,2977.62,130.2344,176.23
2019-09-27,2932.167,98.045,1465.41,2961.79,130.2656,175.72
2019-09-30,2905.1892,98.235,1470.27,2976.74,130.3594,173.94
2019-10-08,2913.5704,98.495,1469.43,2893.06,131.7344,173.32
2019-10-09,2924.8566,98.455,1470.71,2919.4,131.3125,173.07
2019-10-10,2947.7106,98.32,1475.74,2938.13,130.5938,173.58
2019-10-11,2973.6558,98.08,1473.01,2970.27,130.0625,176.04
2019-10-14,3007.8834,98.15,1470.63,2966.15,130.2656,174.99
2019-10-15,2991.0459,98.135,1464.63,2995.68,129.7344,174.75
2019-10-16,2978.7124,98.095,1450.27,2989.69,130.0313,174.98
2019-10-17,2977.3342,98.31,1446.92,2997.95,129.8906,175.53
2019-10-18,2938.1413,98.04,1450.09,2986.2,129.9375,175.75
2019-10-21,2939.6179,97.785,1449.21,3006.72,129.5625,174.74
2019-10-22,2954.3799,97.76,1449.92,2995.99,129.8438,175.51
2019-10-23,2941.6188,97.875,1455.98,3004.52,129.7969,177.3
2019-10-24,2940.9215,97.835,1464.35,3010.29,129.8438,177.71
2019-10-25,2954.9327,97.685,1468.24,3022.55,129.5781,178.37
2019-10-28,2980.0498,97.42,1462.59,3039.42,129.2031,178.28
2019-10-29,2954.176,97.42,1462.99,3036.89,129.2188,178.38
2019-10-30,2939.3209,97.11,1466.37,3046.77,129.7031,178.31
2019-10-31,2929.0561,97.485,1462.82,3037.56,130.2969,176.89
2019-11-01,2958.1992,97.5,1462.4,3066.91,130.125,180.27
2019-11-04,2975.4919,97.415,1463.67,3078.27,129.6563,181.09
2019-11-05,2991.5622,97.795,1473.01,3074.62,128.9844,182.09
2019-11-06,2978.5955,97.855,1467.8,3076.78,129.2344,180.51
2019-11-07,2978.7144,97.81,1462.67,3085.18,128.4531,180.98
2019-11-08,2964.1849,97.655,1454.46,3093.08,128.2656,181.28
2019-11-11,2909.9746,97.97,1443.03,3087.01,128.4375,179.41
2019-11-12,2914.8232,97.85,1454.78,3091.84,128.3594,179.8
2019-11-13,2905.2409,97.98,1450,3094.04,128.75,180.31
2019-11-14,2909.8697,97.895,1458.33,3096.63,129.2969,180.09
2019-11-15,2891.3431,98.01,1455.47,3120.46,129.1719,181
2019-11-18,2909.2002,98.06,1458.29,3122.03,129.2656,179.18
2019-11-19,2933.9908,98.165,1465.11,3120.18,129.4531,177.16
2019-11-20,2911.0534,98.125,1469.6,3108.46,129.7344,178.96
2019-11-21,2903.6379,98.175,1471.35,3103.54,129.4688,180.73
2019-11-22,2885.2884,98.145,1475.48,3110.29,129.4375,180.37
2019-11-25,2906.1688,97.915,1491.98,3133.64,129.5469,180.57
2019-11-26,2907.0602,98.065,1477.74,3140.52,129.6563,181.1
2019-11-27,2903.1947,98.01,1473.49,3153.63,129.4531,180.35
2019-11-28,2889.6934,98.015,1473.82,3153.63,129.4531,180.35
2019-11-29,2871.9813,98.015,1473.25,3140.98,129.4063,176.66
2019-12-02,2875.8072,97.685,1475.79,3113.87,129.0625,177.12
2019-12-03,2884.6988,97.79,1475.71,3093.2,129.9375,177.59
2019-12-04,2878.1157,97.875,1477.49,3112.76,129.5,179.4
2019-12-05,2899.4685,97.885,1482.87,3117.43,129.1719,180.07
2019-12-06,2912.0136,97.715,1488.08,3145.91,128.9219,181.19
2019-12-09,2914.4775,97.655,1508.19,3135.96,129.0469,181.17
2019-12-10,2917.3157,97.825,1508.51,3132.52,128.8594,182.17
2019-12-11,2924.4173,97.925,1513.75,3141.63,129.2344,181.49
2019-12-12,2915.6983,97.955,1514.02,3168.57,128.4375,182.92
2019-12-13,2967.6764,97.76,1513.95,3168.8,128.9844,183.81
2019-12-16,2984.3925,97.765,1514.37,3191.45,128.5625,185.21
2019-12-17,3022.4219,97.53,1515.78,3192.52,128.5,185.28
2019-12-18,3017.0444,97.455,1509.76,3191.14,128.2188,184.96
2019-12-19,3017.0658,97.56,1517.47,3205.37,128.1719,185.13
2019-12-20,3004.9376,97.9,1516.8,3221.22,128.2344,185.04
2019-12-23,2962.7513,97.985,1518.04,3224.01,128.125,184.47
2019-12-24,2982.6806,98.045,1519.78,3223.38,128.3594,185.53
2019-12-25,2981.8805,98.13,1519.46,3223.38,128.3594,185.53
2019-12-26,3007.3546,98.245,1525.04,3239.91,128.4219,186.68
2019-12-27,3005.0355,98.195,1530.01,3240.02,128.6094,187.18
2019-12-30,3040.0239,98.2,1532.05,3221.29,128.5938,186.85
2019-12-31,3050.124,98.135,1531.48,3230.78,128.2656,185.79
2020-01-02,3085.1976,98.015,1528.05,3257.85,128.625,185.53
2020-01-03,3083.7858,97.975,1531.71,3234.85,129.375,186.9
2020-01-06,3083.4083,98.18,1542.92,3246.28,129.2969,187.39
2020-01-07,3104.8015,98.005,1541.67,3237.18,129.1875,186.93
2020-01-08,3066.8925,98.11,1552.41,3253.05,128.7969,183.38
2020-01-09,3094.8819,98.23,1526.61,3274.7,128.8281,183.56
2020-01-10,3092.2907,98.56,1530.17,3265.35,129.1094,184.13
2020-01-13,3115.5696,98.5,1526.41,3288.13,128.9531,183.01
2020-01-14,3106.8204,98.44,1522.76,3283.15,129.1719,183.64
2020-01-15,3090.0379,98.525,1518.46,3289.29,129.375,182.69
2020-01-16,3074.0814,98.45,1519.08,3316.81,129.1719,182.25
2020-01-17,3075.4955,98.62,1523.32,3329.62,129.1406,182.89
2020-01-20,3095.7873,98.915,1522.7,3329.62,129.1406,182.89
2020-01-21,3052.1419,99.165,1510.37,3320.79,129.5938,181.56
2020-01-22,3060.7545,99.13,1506.86,3321.75,129.5625,180.03
2020-01-23,2976.5281,99.69,1486.56,3325.54,129.8281,178.53
2020-02-03,2746.6056,100.97,1404.88,3248.92,131.5313,168.05
2020-02-04,2783.2875,100.785,1408.59,3297.59,130.9219,167.93
2020-02-05,2818.0878,100.865,1408.03,3334.69,130.5313,169.54
2020-02-06,2866.5097,100.91,1419.91,3345.78,130.5625,170.48
2020-02-07,2875.9636,101.18,1418.41,3327.71,131.0156,170.12
2020-02-10,2890.4878,101.08,1412.43,3352.09,131.2188,168.87
2020-02-11,2901.6744,100.73,1426.08,3357.75,130.8906,169.61
2020-02-12,2926.8991,100.715,1429.66,3379.45,130.7031,171.76
2020-02-13,2906.0735,100.87,1432.52,3373.94,130.7344,172.28
2020-02-14,2917.0077,100.39,1433.19,3380.16,130.9844,172.95
2020-02-17,2983.6224,99.745,1445.75,3380.16,130.9844,172.95
2020-02-18,2984.9716,100.11,1437.57,3370.29,131.2188,173.81
2020-02-19,2975.4019,100.1,1443.74,3386.15,131.0938,175.5
2020-02-20,3030.1542,99.885,1462.57,3373.23,131.4844,174.73
2020-02-21,3039.6692,100.23,1462.69,3337.75,131.8281,174.65
2020-02-24,3031.2333,100.47,1451.56,3225.89,132.7969,170.57
2020-02-25,3013.0501,100.45,1450.87,3128.21,132.9844,168.49
2020-02-26,2987.9287,100.435,1427.63,3116.39,133.0781,166.28
2020-02-27,2991.3288,100.625,1411.13,2978.76,133.6094,163.12
2020-02-28,2880.3038,101.11,1373.22,2954.22,134.5938,159.45
2020-03-02,2970.9312,100.93,1406.76,3090.23,134.6094,163.5
2020-03-03,2992.8968,100.795,1409.38,3003.37,135.9375,164.93
2020-03-04,3011.6657,101.22,1416.75,3130.12,135.9219,164.67
2020-03-05,3071.6771,101.165,1419.18,3023.94,136.5625,162.37
2020-03-06,3034.5113,101.48,1402.33,2972.37,137.5156,155.85
2020-03-09,2943.2907,101.935,1368.64,2746.56,139,144.81
2020-03-10,2996.7618,101.2,1375.18,2882.23,137.1875,150.66
2020-03-11,2968.5174,101.53,1356.01,2741.38,137.2031,147.8
2020-03-12,2923.4856,101.315,1339.92,2480.64,138.0156,141.94
2020-03-13,2887.4265,100.995,1345.65,2711.02,136.1875,140.84
2020-03-16,2789.2537,101.065,1321.69,2386.13,138.0313,132.71
2020-03-17,2779.6407,100.62,1316.73,2529.19,135.2344,130.29
2020-03-18,2728.7563,101.025,1287.37,2398.1,134.4063,120.34
2020-03-19,2702.1296,100.65,1266.42,2409.39,135.0781,127.63
2020-03-20,2745.6182,100.825,1285.55,2304.92,137.3906,123.88
2020-03-23,2660.1674,101.33,1260.43,2237.4,138.0938,124.71
2020-03-24,2722.4381,101.375,1281.42,2447.33,137.3125,128.15
2020-03-25,2781.5913,101.57,1299.18,2475.56,137.2188,129.6
2020-03-26,2764.9109,101.77,1286.23,2630.07,137.3438,126.35
2020-03-27,2772.2033,101.55,1286.49,2541.47,138.7188,123.88
2020-03-30,2747.2138,101.615,1263.65,2626.65,138.4063,121.69
2020-03-31,2750.2962,101.925,1278.25,2584.59,138.7813,121.79
2020-04-01,2734.5215,102.13,1260.53,2470.5,139.2656,118.5
2020-04-02,2780.6379,101.87,1293.29,2526.9,139.0469,124.84
2020-04-03,2763.9874,101.5,1287.34,2488.65,139.0625,127.96
2020-04-07,2820.7634,102.305,1310.64,2659.41,137.9375,127.95
2020-04-08,2815.3686,102.675,1319.74,2749.98,137.7656,129.19
2020-04-09,2825.9036,102.38,1334.85,2789.82,138.1719,127.82
2020-04-10,2796.6312,102.195,1342.67,2789.82,138.1719,127.82
2020-04-13,2783.0476,102.23,1337.21,2761.63,137.9063,127.94
2020-04-14,2827.283,102.215,1336.4,2846.06,138.1719,126.01
2020-04-15,2811.1741,102.43,1328.91,2783.36,139.1563,123.63
2020-04-16,2819.935,102.59,1317.17,2799.55,139.0469,123.63
2020-04-17,2838.4945,102.31,1321.06,2874.56,138.9688,123.8
2020-04-20,2852.5528,102.125,1315.84,2823.16,139.2344,118.76
2020-04-21,2827.0133,102.18,1286.15,2736.56,139.375,106.29
2020-04-22,2843.9804,102.445,1278.77,2799.31,139.0156,111.11
2020-04-23,2838.4994,103.085,1301.75,2797.8,139.0625,113.49
2020-04-24,2808.5293,103.315,1309.07,2836.74,139,112.75
2020-04-27,2815.4947,103.105,1304.67,2878.48,138.6094,108
2020-04-28,2810.0243,103.26,1289.38,2863.39,138.9688,108.21
2020-04-29,2822.4424,103.47,1301.66,2939.51,138.9375,111.87
2020-04-30,2860.0822,102.94,1319.27,2912.43,138.8594,117.2
2020-05-06,2878.1402,102.635,1335.55,2848.42,138.6094,121.54
2020-05-07,2871.5232,102.105,1342.29,2881.19,139.1875,122.58
2020-05-08,2895.3444,102.14,1350.01,2929.8,138.875,124.74
2020-05-11,2894.802,101.635,1345.8,2930.32,138.7188,122.67
2020-05-12,2891.5564,101.895,1340.92,2870.12,139.0469,122.63
2020-05-13,2898.0495,101.655,1340.33,2820,139.2031,120.63
2020-05-14,2870.3422,101.695,1335.63,2852.5,139.375,123.12
2020-05-15,2868.4587,101.12,1354.98,2863.7,139.2969,124.75
2020-05-18,2875.4176,100.61,1374.03,2953.91,138.6875,129.09
2020-05-19,2898.576,100.7,1384.35,2922.94,139.0156,129.57
2020-05-20,2883.7378,100.93,1387.84,2971.61,139.0469,130.91
2020-05-21,2867.9237,101.04,1398.33,2948.51,139.0469,130.52
2020-05-22,2813.7654,101.725,1373.49,2955.45,139.1719,129.53
2020-05-25,2817.9697,101.215,1386.37,2955.45,139.1719,129.53
2020-05-26,2846.5473,100.795,1385.81,2991.77,139,131.62
2020-05-27,2836.8036,100.925,1383.78,3036.13,139.0469,129.16
2020-05-28,2846.2217,101.18,1386.1,3029.73,138.9688,129.76
2020-05-29,2852.3512,100.985,1399.54,3044.31,139.0156,132.24
2020-06-01,2915.4311,100.805,1414.31,3055.73,139,132.35
2020-06-02,2921.398,100.3,1419.12,3080.82,138.8281,134.12
2020-06-03,2923.3711,100.375,1434.3,3122.87,138.2969,135.01
2020-06-04,2919.2506,100.105,1417.94,3112.35,137.7344,135.75
2020-06-05,2930.7993,99.845,1429.49,3193.93,137.2031,138.98
2020-06-08,2937.7712,100.175,1446.1,3232.39,137.3438,137.5
2020-06-09,2956.1116,100.05,1440.68,3207.18,137.7344,138.45
2020-06-10,2943.7525,100.125,1433.44,3190.14,138.6406,139.22
2020-06-11,2920.8968,100.44,1427,3002.1,138.8438,134.9
2020-06-12,2919.7408,100.655,1416.36,3041.31,138.6875,134.32
2020-06-15,2890.0306,100.785,1397.27,3066.59,138.5625,134.78
2020-06-16,2931.7493,100.16,1426.59,3124.74,138.4688,136.27
2020-06-17,2935.873,100.065,1425.96,3113.49,138.5313,136.38
2020-06-18,2939.3151,100.195,1428.5,3115.34,138.7031,137.06
2020-06-19,2967.6341,100.22,1442.11,3097.74,138.7813,137.97
2020-06-22,2965.2717,99.95,1431.88,3117.86,138.6719,139.05
2020-06-23,2970.6203,99.91,1433.68,3131.29,138.6719,138.59
2020-06-24,2979.5505,100.145,1436.06,3050.33,138.8906,135.24
2020-06-29,2961.5164,100.19,1406.08,3053.24,139.375,137.04
2020-06-30,2984.6741,100.315,1418.87,3100.29,139.1563,137.97
2020-07-01,3025.981,100.25,1421.6,3115.86,138.9844,139.14
2020-07-02,3090.5693,100.275,1429.62,3130.01,139.1719,140.6
2020-07-03,3152.8126,99.965,1436.09,3130.01,139.1719,140.6
2020-07-06,3332.8807,98.935,1442.77,3179.72,139.0469,140.9
2020-07-07,3345.3369,98.97,1439.9,3145.32,139.2656,141.56
2020-07-08,3403.4401,98.535,1456.59,3169.94,139.0781,141.96
2020-07-09,3450.5935,98.435,1464.89,3152.05,139.375,140.46
2020-07-10,3383.3222,98.57,1444.71,3185.04,139.1406,141.52
2020-07-13,3443.2863,98.38,1471.54,3155.22,139.3594,140.68
2020-07-14,3414.6186,98.62,1469.2,3197.52,139.3438,139.99
2020-07-15,3361.3044,99.025,1473.18,3226.56,139.3281,141.22
2020-07-16,3210.0986,99.27,1456.14,3215.57,139.4375,140.82
2020-07-17,3214.1287,99.185,1460.99,3224.73,139.3594,140.83
2020-07-20,3314.149,99.245,1452.32,3251.84,139.4375,140.69
2020-07-21,3320.8947,99.385,1470.66,3257.3,139.5469,142.5
2020-07-22,3333.1635,99.77,1480.06,3276.02,139.5313,143.32
2020-07-23,3325.1102,99.655,1486.41,3235.66,139.6094,142.94
2020-07-24,3196.7684,99.985,1472.8,3215.63,139.5625,143.05
2020-07-27,3205.2268,99.855,1475.52,3239.41,139.4219,143.82
2020-07-28,3227.9604,99.5,1470.02,3218.44,139.7031,143.48
2020-07-29,3294.5521,99.235,1480.82,3258.44,139.7813,144.34
2020-07-30,3286.822,99.16,1478.26,3246.22,139.9844,142.78
2020-07-31,3310.0065,98.84,1478.54,3271.12,140.1563,143.69
2020-08-03,3367.9658,99.07,1476.93,3294.61,140,146.77
2020-08-04,3371.6875,99.19,1485.51,3306.51,140.3906,147.92
2020-08-05,3377.5648,98.99,1489.18,3327.77,140.0469,148.71
2020-08-06,3386.4631,98.89,1502.5,3349.16,140.125,148.6
2020-08-07,3354.0352,98.795,1502.06,3351.28,139.9531,146.85
2020-08-10,3379.2524,99.265,1500.73,3360.47,139.8594,147.58
2020-08-11,3340.29,99.195,1496.46,3333.69,139.3906,146.86
2020-08-12,3319.2656,99.3,1489.01,3380.35,139.125,148.36
2020-08-13,3320.7261,99.33,1490.67,3373.43,138.9219,148.94
2020-08-14,3360.0988,99.5,1493.21,3372.85,139.1406,149.21
2020-08-17,3438.801,99.56,1498.47,3381.99,139.2969,150.87
2020-08-18,3451.0894,99.365,1504,3389.78,139.4063,151.69
2020-08-19,3408.1288,99.055,1507.13,3374.85,139.3281,152
2020-08-20,3363.8988,98.185,1495.6,3385.51,139.5156,150.82
2020-08-21,3380.6825,98.38,1491.49,3397.16,139.6563,149.96
2020-08-24,3385.6383,98.285,1493.06,3431.28,139.4688,151.26
2020-08-25,3373.5781,97.935,1493.68,3443.62,139.2969,152.64
2020-08-26,3329.7388,97.71,1501.54,3478.73,139.3281,152.46
2020-08-27,3350.1128,97.825,1501.58,3484.55,138.9219,152.7
2020-08-28,3403.8066,97.795,1508.91,3508.01,139.2813,153.44
2020-08-31,3395.6775,98.045,1523.53,3500.31,139.1875,153.21
2020-09-01,3410.6068,97.97,1529.53,3526.65,139.4375,153.34
2020-09-02,3404.8017,97.695,1525.93,3580.84,139.5625,151.44
2020-09-03,3384.9806,97.845,1513.52,3455.06,139.6719,150.42
2020-09-04,3355.3666,97.69,1508.4,3426.96,139.0625,149.69
2020-09-07,3292.5907,97.59,1498.77,3426.96,139.0625,149.69
2020-09-08,3316.417,97.9,1499.36,3331.84,139.4063,146
2020-09-09,3254.6279,98.27,1456.05,3398.96,139.2813,147.08
2020-09-10,3234.8234,98.34,1456.62,3339.19,139.4375,146.17
2020-09-11,3260.3461,97.86,1459.49,3340.97,139.6094,146.41
2020-09-14,3278.8138,97.7,1473.15,3383.54,139.5313,146.5
2020-09-15,3295.6795,98.035,1467.44,3401.2,139.4844,147.76
2020-09-16,3283.9244,97.955,1465.75,3385.49,139.3594,149.74
2020-09-17,3270.435,97.885,1458.94,3357.01,139.4219,150.78
2020-09-18,3338.0897,97.865,1481.95,3319.47,139.3594,151.54
2020-09-21,3316.9351,98.255,1468.19,3281.06,139.5781,147.82
2020-09-22,3274.3015,98.545,1443.52,3315.57,139.5625,147.52
2020-09-23,3279.7105,98.415,1431.89,3236.92,139.5156,147.74
2020-09-24,3223.1764,98.345,1424.28,3246.59,139.5469,148.36
2020-09-25,3219.4179,98.1,1431.6,3298.46,139.6406,148.36
2020-09-28,3217.5346,98.275,1426.63,3351.6,139.6875,148.73
2020-09-29,3224.3593,98.045,1435.54,3335.47,139.7188,146.76
2020-09-30,3218.0521,97.775,1427.01,3363,139.5,148.51
2020-10-09,3272.0762,97.455,1470.47,3477.13,138.7969,151.74
2020-10-12,3358.4652,97.625,1480.53,3534.22,138.9219,149.8
2020-10-13,3359.7499,97.535,1474.8,3511.93,139.1875,150.38
2020-10-14,3340.7782,97.525,1470.55,3488.67,139.2031,151.51
2020-10-15,3332.1832,97.355,1472.29,3483.34,139.1094,151.74
2020-10-16,3336.3582,97.495,1476.46,3483.81,139.0313,151.48
2020-10-19,3312.6671,97.815,1474.9,3426.92,138.8438,151.61
2020-10-20,3328.1029,97.875,1481.54,3443.12,138.7813,152.33
2020-10-21,3325.0247,97.82,1490.37,3435.56,138.5,151.04
2020-10-22,3312.5005,98.13,1484.41,3453.49,138.2813,151.77
2020-10-23,3277.9972,97.965,1470.9,3465.39,138.3125,150.68
2020-10-26,3251.1188,97.99,1457.54,3400.97,138.625,149.39
2020-10-27,3254.3157,98.215,1463.79,3390.68,138.8906,150.71
2020-10-28,3269.238,98.14,1473.11,3271.03,138.8281,146.66
2020-10-29,3272.7274,98.03,1443.82,3310.11,138.4688,144.81
2020-10-30,3224.5325,98.085,1423.75,3269.96,138.1406,144.73
2020-11-02,3225.1196,98.3,1422.97,3310.24,138.2813,145.91
2020-11-03,3271.0744,98.345,1437.33,3369.16,138.0625,147.02
2020-11-04,3277.4402,98.44,1452.29,3443.44,138.9219,148.9
2020-11-05,3320.1333,98.3,1445.65,3510.45,138.8906,149.16
2020-11-06,3312.159,98.065,1446.32,3509.44,138.5781,147.7
2020-11-09,3373.7337,97.88,1464.1,3550.5,137.5938,151.25
2020-11-10,3360.1485,97.925,1470.88,3545.53,137.4844,153.55
2020-11-11,3342.2025,97.92,1492.98,3572.66,137.6563,153.65
2020-11-12,3338.6788,97.845,1485.79,3537.01,138.1719,153.01
2020-11-13,3310.1046,97.635,1482.29,3585.15,138.0781,151.86
2020-11-16,3346.9692,97.62,1497.37,3626.91,138.0313,153.81
2020-11-17,3339.895,97.515,1495.42,3609.53,138.2969,154.52
2020-11-18,3347.3034,97.215,1494.29,3567.79,138.1719,155.72
2020-11-19,3363.0876,97.145,1503.7,3581.87,138.3594,155.03
2020-11-20,3377.7267,97.02,1511.81,3557.54,138.5313,156.16
2020-11-23,3414.4899,97.295,1516.49,3577.59,138.3125,157.33
2020-11-24,3402.8225,97.185,1533.15,3635.41,138.25,159.79
2020-11-25,3362.3274,97.45,1536.92,3629.65,138.2813,160.39
2020-11-26,3369.7334,97.315,1540.41,3629.65,138.2813,160.39
2020-11-27,3408.3071,97.175,1550.15,3638.35,138.5469,160.97
2020-11-30,3391.7551,97.67,1541.45,3621.63,138.1406,160.06
2020-12-01,3451.9384,97.485,1545.79,3662.45,137.5156,158.94
2020-12-02,3449.3805,97.255,1548.86,3669.01,137.5156,159.42
